filename,station,date,kp,dst,label_event,label_mag,label_azm
event_ALR_20250917.npy,ALR,20250917,3.0,-15.0,1,5.60056,270.84665
event_ALR_20250918.npy,ALR,20250918,2.333,-15.0,1,5.60056,270.84665
event_ALR_20250919.npy,ALR,20250919,1.0,-15.0,1,5.60056,270.84665
event_ALR_20250920.npy,ALR,20250920,1.667,-15.0,1,5.8930993,274.052
event_ALR_20250921.npy,ALR,20250921,1.667,-15.0,1,5.8930993,274.052
event_ALR_20250922.npy,ALR,20250922,3.333,-15.0,1,5.8930993,274.052
event_ALR_20250923.npy,ALR,20250923,3.667,-15.0,1,5.8930993,274.052
event_ALR_20250924.npy,ALR,20250924,2.333,-15.0,1,5.8930993,274.052
event_ALR_20250925.npy,ALR,20250925,2.333,-15.0,1,5.8930993,274.052
event_ALR_20250926.npy,ALR,20250926,2.333,-15.0,1,5.8930993,274.052
event_ALR_20250927.npy,ALR,20250927,2.333,-15.0,1,5.8930993,274.052
event_ALR_20250928.npy,ALR,20250928,3.0,-15.0,1,5.4685097,82.85605
event_ALR_20250929.npy,ALR,20250929,5.333,-15.0,1,5.3496904,66.70144
event_ALR_20250930.npy,ALR,20250930,7.0,-15.0,1,5.4388523,270.57053
event_CLP_20250824.npy,CLP,20250824,1.667,-15.0,1,4.9997067,80.37969
event_CLP_20250825.npy,CLP,20250825,3.0,-15.0,1,4.9997067,80.37969
event_CLP_20250826.npy,CLP,20250826,2.667,-15.0,1,4.9997067,80.37969
event_CLP_20250827.npy,CLP,20250827,2.667,-15.0,1,4.9997067,80.37969
event_CLP_20250828.npy,CLP,20250828,2.0,-15.0,1,4.9997067,80.37969
event_CLP_20250829.npy,CLP,20250829,2.0,-15.0,1,4.9997067,80.37969
event_CLP_20250830.npy,CLP,20250830,2.333,-15.0,1,4.9997067,80.37969
event_CLP_20250831.npy,CLP,20250831,2.333,-15.0,1,4.9997067,80.37969
event_CLP_20250901.npy,CLP,20250901,5.667,-15.0,1,4.943202,87.934746
event_CLP_20250902.npy,CLP,20250902,5.333,-15.0,1,4.943202,87.934746
event_CLP_20250903.npy,CLP,20250903,4.333,-15.0,1,4.943202,87.934746
event_CLP_20250904.npy,CLP,20250904,3.0,-15.0,1,4.943202,87.934746
event_CLP_20250905.npy,CLP,20250905,3.0,-15.0,1,4.9310455,300.8528
event_CLP_20250906.npy,CLP,20250906,5.0,-15.0,1,4.9310455,300.8528
event_CLP_20250907.npy,CLP,20250907,2.0,-15.0,1,4.9310455,300.8528
event_CLP_20250908.npy,CLP,20250908,3.667,-15.0,1,6.0972557,82.430824
event_CLP_20250909.npy,CLP,20250909,5.333,-15.0,1,6.0972557,82.430824
event_CLP_20250910.npy,CLP,20250910,4.0,-15.0,1,6.0972557,82.430824
event_CLP_20250911.npy,CLP,20250911,3.333,-15.0,1,6.0972557,82.430824
event_CLP_20250912.npy,CLP,20250912,2.667,-15.0,1,6.0972557,82.430824
event_CLP_20250913.npy,CLP,20250913,2.667,-15.0,1,6.0972557,82.430824
event_CLP_20250914.npy,CLP,20250914,4.667,-15.0,1,6.0972557,82.430824
event_CLP_20250915.npy,CLP,20250915,6.667,-15.0,1,6.0972557,82.430824
event_CLP_20250916.npy,CLP,20250916,4.333,-15.0,1,5.60056,91.980965
event_CLP_20250917.npy,CLP,20250917,3.0,-15.0,1,5.60056,91.980965
event_CLP_20250918.npy,CLP,20250918,2.333,-15.0,1,5.60056,91.980965
event_CLP_20250919.npy,CLP,20250919,1.0,-15.0,1,5.60056,91.980965
event_CLP_20250920.npy,CLP,20250920,1.667,-15.0,1,5.8930993,85.54165
event_CLP_20250921.npy,CLP,20250921,1.667,-15.0,1,5.8930993,85.54165
event_CLP_20250922.npy,CLP,20250922,3.333,-15.0,1,5.8930993,85.54165
event_CLP_20250923.npy,CLP,20250923,3.667,-15.0,1,5.8930993,85.54165
event_CLP_20250924.npy,CLP,20250924,2.333,-15.0,1,5.8930993,85.54165
event_CLP_20250925.npy,CLP,20250925,2.333,-15.0,1,5.8930993,85.54165
event_CLP_20250926.npy,CLP,20250926,2.333,-15.0,1,5.8930993,85.54165
event_CLP_20250927.npy,CLP,20250927,2.333,-15.0,1,5.8930993,85.54165
event_CLP_20250928.npy,CLP,20250928,3.0,-15.0,1,5.4685097,91.11909
event_CLP_20250929.npy,CLP,20250929,5.333,-15.0,1,5.3496904,81.53971
event_CLP_20250930.npy,CLP,20250930,7.0,-15.0,1,5.4388523,272.92233
event_GTO_20250824.npy,GTO,20250824,1.667,-15.0,1,4.9997067,98.468956
event_GTO_20250825.npy,GTO,20250825,3.0,-15.0,1,4.9997067,98.468956
event_GTO_20250826.npy,GTO,20250826,2.667,-15.0,1,4.9997067,98.468956
event_GTO_20250827.npy,GTO,20250827,2.667,-15.0,1,4.9997067,98.468956
event_GTO_20250828.npy,GTO,20250828,2.0,-15.0,1,4.9997067,98.468956
event_GTO_20250829.npy,GTO,20250829,2.0,-15.0,1,4.9997067,98.468956
event_GTO_20250830.npy,GTO,20250830,2.333,-15.0,1,4.9997067,98.468956
event_GTO_20250831.npy,GTO,20250831,2.333,-15.0,1,4.9997067,98.468956
event_GTO_20250901.npy,GTO,20250901,5.667,-15.0,1,4.943202,132.23706
event_GTO_20250902.npy,GTO,20250902,5.333,-15.0,1,4.943202,132.23706
event_GTO_20250903.npy,GTO,20250903,4.333,-15.0,1,4.943202,132.23706
event_GTO_20250904.npy,GTO,20250904,3.0,-15.0,1,4.943202,132.23706
event_GTO_20250905.npy,GTO,20250905,3.0,-15.0,1,4.9310455,261.14838
event_GTO_20250906.npy,GTO,20250906,5.0,-15.0,1,4.9310455,261.14838
event_GTO_20250907.npy,GTO,20250907,2.0,-15.0,1,4.9310455,261.14838
event_GTO_20250908.npy,GTO,20250908,3.667,-15.0,1,6.0972557,108.361946
event_GTO_20250909.npy,GTO,20250909,5.333,-15.0,1,6.0972557,108.361946
event_GTO_20250910.npy,GTO,20250910,4.0,-15.0,1,6.0972557,108.361946
event_GTO_20250911.npy,GTO,20250911,3.333,-15.0,1,6.0972557,108.361946
event_GTO_20250912.npy,GTO,20250912,2.667,-15.0,1,6.0972557,108.361946
event_GTO_20250913.npy,GTO,20250913,2.667,-15.0,1,6.0972557,108.361946
event_GTO_20250914.npy,GTO,20250914,4.667,-15.0,1,6.0972557,108.361946
event_GTO_20250915.npy,GTO,20250915,6.667,-15.0,1,6.0972557,108.361946
event_GTO_20250916.npy,GTO,20250916,4.333,-15.0,1,5.60056,225.61139
event_GTO_20250917.npy,GTO,20250917,3.0,-15.0,1,5.60056,225.61139
event_GTO_20250918.npy,GTO,20250918,2.333,-15.0,1,5.60056,225.61139
event_GTO_20250919.npy,GTO,20250919,1.0,-15.0,1,5.60056,225.61139
event_GTO_20250920.npy,GTO,20250920,1.667,-15.0,1,5.8930993,228.48317
event_GTO_20250921.npy,GTO,20250921,1.667,-15.0,1,5.8930993,228.48317
event_GTO_20250922.npy,GTO,20250922,3.333,-15.0,1,5.8930993,228.48317
event_GTO_20250923.npy,GTO,20250923,3.667,-15.0,1,5.8930993,228.48317
event_GTO_20250924.npy,GTO,20250924,2.333,-15.0,1,5.8930993,228.48317
event_GTO_20250925.npy,GTO,20250925,2.333,-15.0,1,5.8930993,228.48317
event_GTO_20250926.npy,GTO,20250926,2.333,-15.0,1,5.8930993,228.48317
event_GTO_20250927.npy,GTO,20250927,2.333,-15.0,1,5.8930993,228.48317
event_GTO_20250928.npy,GTO,20250928,3.0,-15.0,1,5.4685097,147.61147
event_GTO_20250929.npy,GTO,20250929,5.333,-15.0,1,5.3496904,104.95035
event_GTO_20250930.npy,GTO,20250930,7.0,-15.0,1,5.4388523,248.79134
event_KPY_20250824.npy,KPY,20250824,1.667,-15.0,1,4.9997067,88.06775
event_KPY_20250825.npy,KPY,20250825,3.0,-15.0,1,4.9997067,88.06775
event_KPY_20250826.npy,KPY,20250826,2.667,-15.0,1,4.9997067,88.06775
event_KPY_20250827.npy,KPY,20250827,2.667,-15.0,1,4.9997067,88.06775
event_KPY_20250828.npy,KPY,20250828,2.0,-15.0,1,4.9997067,88.06775
event_KPY_20250829.npy,KPY,20250829,2.0,-15.0,1,4.9997067,88.06775
event_KPY_20250830.npy,KPY,20250830,2.333,-15.0,1,4.9997067,88.06775
event_KPY_20250831.npy,KPY,20250831,2.333,-15.0,1,4.9997067,88.06775
event_KPY_20250901.npy,KPY,20250901,5.667,-15.0,1,4.943202,96.685356
event_KPY_20250902.npy,KPY,20250902,5.333,-15.0,1,4.943202,96.685356
event_KPY_20250903.npy,KPY,20250903,4.333,-15.0,1,4.943202,96.685356
event_KPY_20250904.npy,KPY,20250904,3.0,-15.0,1,4.943202,96.685356
event_KPY_20250905.npy,KPY,20250905,3.0,-15.0,1,4.9310455,297.14053
event_KPY_20250906.npy,KPY,20250906,5.0,-15.0,1,4.9310455,297.14053
event_KPY_20250907.npy,KPY,20250907,2.0,-15.0,1,4.9310455,297.14053
event_KPY_20250908.npy,KPY,20250908,3.667,-15.0,1,6.0972557,90.79388
event_KPY_20250909.npy,KPY,20250909,5.333,-15.0,1,6.0972557,90.79388
event_KPY_20250910.npy,KPY,20250910,4.0,-15.0,1,6.0972557,90.79388
event_KPY_20250911.npy,KPY,20250911,3.333,-15.0,1,6.0972557,90.79388
event_KPY_20250912.npy,KPY,20250912,2.667,-15.0,1,6.0972557,90.79388
event_KPY_20250913.npy,KPY,20250913,2.667,-15.0,1,6.0972557,90.79388
event_KPY_20250914.npy,KPY,20250914,4.667,-15.0,1,6.0972557,90.79388
event_KPY_20250915.npy,KPY,20250915,6.667,-15.0,1,6.0972557,90.79388
event_KPY_20250916.npy,KPY,20250916,4.333,-15.0,1,5.60056,110.066345
event_KPY_20250917.npy,KPY,20250917,3.0,-15.0,1,5.60056,110.066345
event_KPY_20250918.npy,KPY,20250918,2.333,-15.0,1,5.60056,110.066345
event_KPY_20250919.npy,KPY,20250919,1.0,-15.0,1,5.60056,110.066345
event_KPY_20250920.npy,KPY,20250920,1.667,-15.0,1,5.8930993,107.80902
event_KPY_20250921.npy,KPY,20250921,1.667,-15.0,1,5.8930993,107.80902
event_KPY_20250922.npy,KPY,20250922,3.333,-15.0,1,5.8930993,107.80902
event_KPY_20250923.npy,KPY,20250923,3.667,-15.0,1,5.8930993,107.80902
event_KPY_20250924.npy,KPY,20250924,2.333,-15.0,1,5.8930993,107.80902
event_KPY_20250925.npy,KPY,20250925,2.333,-15.0,1,5.8930993,107.80902
event_KPY_20250926.npy,KPY,20250926,2.333,-15.0,1,5.8930993,107.80902
event_KPY_20250927.npy,KPY,20250927,2.333,-15.0,1,5.8930993,107.80902
event_KPY_20250928.npy,KPY,20250928,3.0,-15.0,1,5.4685097,99.94942
event_KPY_20250929.npy,KPY,20250929,5.333,-15.0,1,5.3496904,89.79947
event_KPY_20250930.npy,KPY,20250930,7.0,-15.0,1,5.4388523,183.5646
event_LPS_20250824.npy,LPS,20250824,1.667,-15.0,1,4.9997067,84.5491
event_LPS_20250825.npy,LPS,20250825,3.0,-15.0,1,4.9997067,84.5491
event_LPS_20250826.npy,LPS,20250826,2.667,-15.0,1,4.9997067,84.5491
event_LPS_20250827.npy,LPS,20250827,2.667,-15.0,1,4.9997067,84.5491
event_LPS_20250828.npy,LPS,20250828,2.0,-15.0,1,4.9997067,84.5491
event_LPS_20250829.npy,LPS,20250829,2.0,-15.0,1,4.9997067,84.5491
event_LPS_20250830.npy,LPS,20250830,2.333,-15.0,1,4.9997067,84.5491
event_LPS_20250831.npy,LPS,20250831,2.333,-15.0,1,4.9997067,84.5491
event_LPS_20250901.npy,LPS,20250901,5.667,-15.0,1,4.943202,92.74938
event_LPS_20250902.npy,LPS,20250902,5.333,-15.0,1,4.943202,92.74938
event_LPS_20250903.npy,LPS,20250903,4.333,-15.0,1,4.943202,92.74938
event_LPS_20250904.npy,LPS,20250904,3.0,-15.0,1,4.943202,92.74938
event_LPS_20250905.npy,LPS,20250905,3.0,-15.0,1,4.9310455,302.3476
event_LPS_20250906.npy,LPS,20250906,5.0,-15.0,1,4.9310455,302.3476
event_LPS_20250907.npy,LPS,20250907,2.0,-15.0,1,4.9310455,302.3476
event_LPS_20250908.npy,LPS,20250908,3.667,-15.0,1,6.0972557,86.9924
event_LPS_20250909.npy,LPS,20250909,5.333,-15.0,1,6.0972557,86.9924
event_LPS_20250910.npy,LPS,20250910,4.0,-15.0,1,6.0972557,86.9924
event_LPS_20250911.npy,LPS,20250911,3.333,-15.0,1,6.0972557,86.9924
event_LPS_20250912.npy,LPS,20250912,2.667,-15.0,1,6.0972557,86.9924
event_LPS_20250913.npy,LPS,20250913,2.667,-15.0,1,6.0972557,86.9924
event_LPS_20250914.npy,LPS,20250914,4.667,-15.0,1,6.0972557,86.9924
event_LPS_20250915.npy,LPS,20250915,6.667,-15.0,1,6.0972557,86.9924
event_LPS_20250916.npy,LPS,20250916,4.333,-15.0,1,5.60056,103.80324
event_LPS_20250917.npy,LPS,20250917,3.0,-15.0,1,5.60056,103.80324
event_LPS_20250918.npy,LPS,20250918,2.333,-15.0,1,5.60056,103.80324
event_LPS_20250919.npy,LPS,20250919,1.0,-15.0,1,5.60056,103.80324
event_LPS_20250920.npy,LPS,20250920,1.667,-15.0,1,5.8930993,100.39018
event_LPS_20250921.npy,LPS,20250921,1.667,-15.0,1,5.8930993,100.39018
event_LPS_20250922.npy,LPS,20250922,3.333,-15.0,1,5.8930993,100.39018
event_LPS_20250923.npy,LPS,20250923,3.667,-15.0,1,5.8930993,100.39018
event_LPS_20250924.npy,LPS,20250924,2.333,-15.0,1,5.8930993,100.39018
event_LPS_20250925.npy,LPS,20250925,2.333,-15.0,1,5.8930993,100.39018
event_LPS_20250926.npy,LPS,20250926,2.333,-15.0,1,5.8930993,100.39018
event_LPS_20250927.npy,LPS,20250927,2.333,-15.0,1,5.8930993,100.39018
event_LPS_20250928.npy,LPS,20250928,3.0,-15.0,1,5.4685097,96.00292
event_LPS_20250929.npy,LPS,20250929,5.333,-15.0,1,5.3496904,86.03869
event_LPS_20250930.npy,LPS,20250930,7.0,-15.0,1,5.4388523,244.14815
event_LUT_20250824.npy,LUT,20250824,1.667,-15.0,1,4.9997067,75.37165
event_LUT_20250825.npy,LUT,20250825,3.0,-15.0,1,4.9997067,75.37165
event_LUT_20250826.npy,LUT,20250826,2.667,-15.0,1,4.9997067,75.37165
event_LUT_20250827.npy,LUT,20250827,2.667,-15.0,1,4.9997067,75.37165
event_LUT_20250828.npy,LUT,20250828,2.0,-15.0,1,4.9997067,75.37165
event_LUT_20250829.npy,LUT,20250829,2.0,-15.0,1,4.9997067,75.37165
event_LUT_20250830.npy,LUT,20250830,2.333,-15.0,1,4.9997067,75.37165
event_LUT_20250831.npy,LUT,20250831,2.333,-15.0,1,4.9997067,75.37165
event_LUT_20250901.npy,LUT,20250901,5.667,-15.0,1,4.943202,83.75229
event_LUT_20250902.npy,LUT,20250902,5.333,-15.0,1,4.943202,83.75229
event_LUT_20250903.npy,LUT,20250903,4.333,-15.0,1,4.943202,83.75229
event_LUT_20250904.npy,LUT,20250904,3.0,-15.0,1,4.943202,83.75229
event_LUT_20250905.npy,LUT,20250905,3.0,-15.0,1,4.9310455,288.3899
event_LUT_20250906.npy,LUT,20250906,5.0,-15.0,1,4.9310455,288.3899
event_LUT_20250907.npy,LUT,20250907,2.0,-15.0,1,4.9310455,288.3899
event_LUT_20250908.npy,LUT,20250908,3.667,-15.0,1,6.0972557,77.21604
event_LUT_20250909.npy,LUT,20250909,5.333,-15.0,1,6.0972557,77.21604
event_LUT_20250910.npy,LUT,20250910,4.0,-15.0,1,6.0972557,77.21604
event_LUT_20250911.npy,LUT,20250911,3.333,-15.0,1,6.0972557,77.21604
event_LUT_20250912.npy,LUT,20250912,2.667,-15.0,1,6.0972557,77.21604
event_LUT_20250913.npy,LUT,20250913,2.667,-15.0,1,6.0972557,77.21604
event_LUT_20250914.npy,LUT,20250914,4.667,-15.0,1,6.0972557,77.21604
event_LUT_20250915.npy,LUT,20250915,6.667,-15.0,1,6.0972557,77.21604
event_LUT_20250916.npy,LUT,20250916,4.333,-15.0,1,5.60056,280.08017
event_LUT_20250917.npy,LUT,20250917,3.0,-15.0,1,5.60056,280.08017
event_LUT_20250918.npy,LUT,20250918,2.333,-15.0,1,5.60056,280.08017
event_LUT_20250919.npy,LUT,20250919,1.0,-15.0,1,5.60056,280.08017
event_LUT_20250920.npy,LUT,20250920,1.667,-15.0,1,5.8930993,293.02838
event_LUT_20250921.npy,LUT,20250921,1.667,-15.0,1,5.8930993,293.02838
event_LUT_20250922.npy,LUT,20250922,3.333,-15.0,1,5.8930993,293.02838
event_LUT_20250923.npy,LUT,20250923,3.667,-15.0,1,5.8930993,293.02838
event_LUT_20250924.npy,LUT,20250924,2.333,-15.0,1,5.8930993,293.02838
event_LUT_20250925.npy,LUT,20250925,2.333,-15.0,1,5.8930993,293.02838
event_LUT_20250926.npy,LUT,20250926,2.333,-15.0,1,5.8930993,293.02838
event_LUT_20250927.npy,LUT,20250927,2.333,-15.0,1,5.8930993,293.02838
event_LUT_20250928.npy,LUT,20250928,3.0,-15.0,1,5.4685097,88.117836
event_LUT_20250929.npy,LUT,20250929,5.333,-15.0,1,5.3496904,76.252045
event_LUT_20250930.npy,LUT,20250930,7.0,-15.0,1,5.4388523,272.67627
event_LWA_20250824.npy,LWA,20250824,1.667,-15.0,1,4.9997067,85.99878
event_LWA_20250825.npy,LWA,20250825,3.0,-15.0,1,4.9997067,85.99878
event_LWA_20250826.npy,LWA,20250826,2.667,-15.0,1,4.9997067,85.99878
event_LWA_20250827.npy,LWA,20250827,2.667,-15.0,1,4.9997067,85.99878
event_LWA_20250828.npy,LWA,20250828,2.0,-15.0,1,4.9997067,85.99878
event_LWA_20250829.npy,LWA,20250829,2.0,-15.0,1,4.9997067,85.99878
event_LWA_20250901.npy,LWA,20250901,5.667,-15.0,1,4.943202,94.28551
event_LWA_20250902.npy,LWA,20250902,5.333,-15.0,1,4.943202,94.28551
event_LWA_20250903.npy,LWA,20250903,4.333,-15.0,1,4.943202,94.28551
event_LWA_20250904.npy,LWA,20250904,3.0,-15.0,1,4.943202,94.28551
event_LWA_20250905.npy,LWA,20250905,3.0,-15.0,1,4.9310455,304.96173
event_LWA_20250906.npy,LWA,20250906,5.0,-15.0,1,4.9310455,304.96173
event_LWA_20250907.npy,LWA,20250907,2.0,-15.0,1,4.9310455,304.96173
event_LWA_20250908.npy,LWA,20250908,3.667,-15.0,1,6.0972557,88.53718
event_LWA_20250909.npy,LWA,20250909,5.333,-15.0,1,6.0972557,88.53718
event_LWA_20250910.npy,LWA,20250910,4.0,-15.0,1,6.0972557,88.53718
event_LWA_20250911.npy,LWA,20250911,3.333,-15.0,1,6.0972557,88.53718
event_LWA_20250912.npy,LWA,20250912,2.667,-15.0,1,6.0972557,88.53718
event_LWA_20250913.npy,LWA,20250913,2.667,-15.0,1,6.0972557,88.53718
event_LWA_20250914.npy,LWA,20250914,4.667,-15.0,1,6.0972557,88.53718
event_LWA_20250915.npy,LWA,20250915,6.667,-15.0,1,6.0972557,88.53718
event_LWA_20250916.npy,LWA,20250916,4.333,-15.0,1,5.60056,105.98494
event_LWA_20250917.npy,LWA,20250917,3.0,-15.0,1,5.60056,105.98494
event_LWA_20250918.npy,LWA,20250918,2.333,-15.0,1,5.60056,105.98494
event_LWA_20250919.npy,LWA,20250919,1.0,-15.0,1,5.60056,105.98494
event_LWA_20250920.npy,LWA,20250920,1.667,-15.0,1,5.8930993,103.18609
event_LWA_20250921.npy,LWA,20250921,1.667,-15.0,1,5.8930993,103.18609
event_LWA_20250923.npy,LWA,20250923,3.667,-15.0,1,5.8930993,103.18609
event_LWA_20250924.npy,LWA,20250924,2.333,-15.0,1,5.8930993,103.18609
event_LWA_20250925.npy,LWA,20250925,2.333,-15.0,1,5.8930993,103.18609
event_LWA_20250926.npy,LWA,20250926,2.333,-15.0,1,5.8930993,103.18609
event_LWA_20250927.npy,LWA,20250927,2.333,-15.0,1,5.8930993,103.18609
event_LWA_20250928.npy,LWA,20250928,3.0,-15.0,1,5.4685097,97.496506
event_LWA_20250929.npy,LWA,20250929,5.333,-15.0,1,5.3496904,87.57537
event_LWA_20250930.npy,LWA,20250930,7.0,-15.0,1,5.4388523,216.14111
event_LWK_20250824.npy,LWK,20250824,1.667,-15.0,1,4.9997067,93.02274
event_LWK_20250825.npy,LWK,20250825,3.0,-15.0,1,4.9997067,93.02274
event_LWK_20250826.npy,LWK,20250826,2.667,-15.0,1,4.9997067,93.02274
event_LWK_20250827.npy,LWK,20250827,2.667,-15.0,1,4.9997067,93.02274
event_LWK_20250828.npy,LWK,20250828,2.0,-15.0,1,4.9997067,93.02274
event_LWK_20250829.npy,LWK,20250829,2.0,-15.0,1,4.9997067,93.02274
event_LWK_20250830.npy,LWK,20250830,2.333,-15.0,1,4.9997067,93.02274
event_LWK_20250831.npy,LWK,20250831,2.333,-15.0,1,4.9997067,93.02274
event_LWK_20250901.npy,LWK,20250901,5.667,-15.0,1,4.943202,124.073875
event_LWK_20250902.npy,LWK,20250902,5.333,-15.0,1,4.943202,124.073875
event_LWK_20250903.npy,LWK,20250903,4.333,-15.0,1,4.943202,124.073875
event_LWK_20250904.npy,LWK,20250904,3.0,-15.0,1,4.943202,124.073875
event_LWK_20250905.npy,LWK,20250905,3.0,-15.0,1,4.9310455,264.83673
event_LWK_20250906.npy,LWK,20250906,5.0,-15.0,1,4.9310455,264.83673
event_LWK_20250907.npy,LWK,20250907,2.0,-15.0,1,4.9310455,264.83673
event_LWK_20250908.npy,LWK,20250908,3.667,-15.0,1,6.0972557,101.433655
event_LWK_20250909.npy,LWK,20250909,5.333,-15.0,1,6.0972557,101.433655
event_LWK_20250910.npy,LWK,20250910,4.0,-15.0,1,6.0972557,101.433655
event_LWK_20250911.npy,LWK,20250911,3.333,-15.0,1,6.0972557,101.433655
event_LWK_20250912.npy,LWK,20250912,2.667,-15.0,1,6.0972557,101.433655
event_LWK_20250913.npy,LWK,20250913,2.667,-15.0,1,6.0972557,101.433655
event_LWK_20250914.npy,LWK,20250914,4.667,-15.0,1,6.0972557,101.433655
event_LWK_20250915.npy,LWK,20250915,6.667,-15.0,1,6.0972557,101.433655
event_LWK_20250916.npy,LWK,20250916,4.333,-15.0,1,5.60056,230.13884
event_LWK_20250917.npy,LWK,20250917,3.0,-15.0,1,5.60056,230.13884
event_LWK_20250918.npy,LWK,20250918,2.333,-15.0,1,5.60056,230.13884
event_LWK_20250919.npy,LWK,20250919,1.0,-15.0,1,5.60056,230.13884
event_LWK_20250920.npy,LWK,20250920,1.667,-15.0,1,5.8930993,233.43658
event_LWK_20250921.npy,LWK,20250921,1.667,-15.0,1,5.8930993,233.43658
event_LWK_20250922.npy,LWK,20250922,3.333,-15.0,1,5.8930993,233.43658
event_LWK_20250923.npy,LWK,20250923,3.667,-15.0,1,5.8930993,233.43658
event_LWK_20250924.npy,LWK,20250924,2.333,-15.0,1,5.8930993,233.43658
event_LWK_20250925.npy,LWK,20250925,2.333,-15.0,1,5.8930993,233.43658
event_LWK_20250926.npy,LWK,20250926,2.333,-15.0,1,5.8930993,233.43658
event_LWK_20250927.npy,LWK,20250927,2.333,-15.0,1,5.8930993,233.43658
event_LWK_20250928.npy,LWK,20250928,3.0,-15.0,1,5.4685097,140.17293
event_LWK_20250929.npy,LWK,20250929,5.333,-15.0,1,5.3496904,98.38436
event_LWK_20250930.npy,LWK,20250930,7.0,-15.0,1,5.4388523,252.1698
event_MLB_20250824.npy,MLB,20250824,1.667,-15.0,1,4.9997067,96.98246
event_MLB_20250825.npy,MLB,20250825,3.0,-15.0,1,4.9997067,96.98246
event_MLB_20250826.npy,MLB,20250826,2.667,-15.0,1,4.9997067,96.98246
event_MLB_20250827.npy,MLB,20250827,2.667,-15.0,1,4.9997067,96.98246
event_MLB_20250828.npy,MLB,20250828,2.0,-15.0,1,4.9997067,96.98246
event_MLB_20250829.npy,MLB,20250829,2.0,-15.0,1,4.9997067,96.98246
event_MLB_20250830.npy,MLB,20250830,2.333,-15.0,1,4.9997067,96.98246
event_MLB_20250831.npy,MLB,20250831,2.333,-15.0,1,4.9997067,96.98246
event_MLB_20250901.npy,MLB,20250901,5.667,-15.0,1,4.943202,106.67385
event_MLB_20250902.npy,MLB,20250902,5.333,-15.0,1,4.943202,106.67385
event_MLB_20250903.npy,MLB,20250903,4.333,-15.0,1,4.943202,106.67385
event_MLB_20250904.npy,MLB,20250904,3.0,-15.0,1,4.943202,106.67385
event_MLB_20250905.npy,MLB,20250905,3.0,-15.0,1,4.9310455,145.58475
event_MLB_20250906.npy,MLB,20250906,5.0,-15.0,1,4.9310455,145.58475
event_MLB_20250907.npy,MLB,20250907,2.0,-15.0,1,4.9310455,145.58475
event_MLB_20250908.npy,MLB,20250908,3.667,-15.0,1,6.0972557,100.39564
event_MLB_20250909.npy,MLB,20250909,5.333,-15.0,1,6.0972557,100.39564
event_MLB_20250910.npy,MLB,20250910,4.0,-15.0,1,6.0972557,100.39564
event_MLB_20250911.npy,MLB,20250911,3.333,-15.0,1,6.0972557,100.39564
event_MLB_20250912.npy,MLB,20250912,2.667,-15.0,1,6.0972557,100.39564
event_MLB_20250913.npy,MLB,20250913,2.667,-15.0,1,6.0972557,100.39564
event_MLB_20250914.npy,MLB,20250914,4.667,-15.0,1,6.0972557,100.39564
event_MLB_20250915.npy,MLB,20250915,6.667,-15.0,1,6.0972557,100.39564
event_MLB_20250916.npy,MLB,20250916,4.333,-15.0,1,5.60056,123.26611
event_MLB_20250917.npy,MLB,20250917,3.0,-15.0,1,5.60056,123.26611
