idx,filename,station,date,label_event,label_mag,label_azm,kp,dst
25,event_ALR_20250918.npy,ALR,2025-09-18,1,5.600560188293457,270.8466491699219,2.3329999446868896,-15.0
26,event_ALR_20250919.npy,ALR,2025-09-19,1,5.600560188293457,270.8466491699219,1.0,-15.0
27,event_ALR_20250920.npy,ALR,2025-09-20,1,5.893099308013916,274.052001953125,1.6670000553131104,-15.0
28,event_ALR_20250921.npy,ALR,2025-09-21,1,5.893099308013916,274.052001953125,1.6670000553131104,-15.0
29,event_ALR_20250922.npy,ALR,2025-09-22,1,5.893099308013916,274.052001953125,3.3329999446868896,-15.0
30,event_ALR_20250923.npy,ALR,2025-09-23,1,5.893099308013916,274.052001953125,3.6670000553131104,-15.0
31,event_ALR_20250924.npy,ALR,2025-09-24,1,5.893099308013916,274.052001953125,2.3329999446868896,-15.0
32,event_ALR_20250925.npy,ALR,2025-09-25,1,5.893099308013916,274.052001953125,2.3329999446868896,-15.0
33,event_ALR_20250926.npy,ALR,2025-09-26,1,5.893099308013916,274.052001953125,2.3329999446868896,-15.0
34,event_ALR_20250927.npy,ALR,2025-09-27,1,5.893099308013916,274.052001953125,2.3329999446868896,-15.0
35,event_ALR_20250928.npy,ALR,2025-09-28,1,5.468509674072266,82.85604858398438,3.0,-15.0
36,event_ALR_20250929.npy,ALR,2025-09-29,1,5.3496904373168945,66.7014389038086,5.333000183105469,-15.0
37,event_ALR_20250930.npy,ALR,2025-09-30,1,5.438852310180664,270.5705261230469,7.0,-15.0
38,event_CLP_20250824.npy,CLP,2025-08-24,1,4.999706745147705,80.37969207763672,1.6670000553131104,-15.0
39,event_CLP_20250825.npy,CLP,2025-08-25,1,4.999706745147705,80.37969207763672,3.0,-15.0
40,event_CLP_20250826.npy,CLP,2025-08-26,1,4.999706745147705,80.37969207763672,2.6670000553131104,-15.0
41,event_CLP_20250827.npy,CLP,2025-08-27,1,4.999706745147705,80.37969207763672,2.6670000553131104,-15.0
42,event_CLP_20250828.npy,CLP,2025-08-28,1,4.999706745147705,80.37969207763672,2.0,-15.0
43,event_CLP_20250829.npy,CLP,2025-08-29,1,4.999706745147705,80.37969207763672,2.0,-15.0
44,event_CLP_20250830.npy,CLP,2025-08-30,1,4.999706745147705,80.37969207763672,2.3329999446868896,-15.0
45,event_CLP_20250831.npy,CLP,2025-08-31,1,4.999706745147705,80.37969207763672,2.3329999446868896,-15.0
46,event_CLP_20250901.npy,CLP,2025-09-01,1,4.943202018737793,87.93474578857422,5.666999816894531,-15.0
47,event_CLP_20250902.npy,CLP,2025-09-02,1,4.943202018737793,87.93474578857422,5.333000183105469,-15.0
48,event_CLP_20250903.npy,CLP,2025-09-03,1,4.943202018737793,87.93474578857422,4.333000183105469,-15.0
49,event_CLP_20250904.npy,CLP,2025-09-04,1,4.943202018737793,87.93474578857422,3.0,-15.0
50,event_CLP_20250905.npy,CLP,2025-09-05,1,4.9310455322265625,300.8528137207031,3.0,-15.0
51,event_CLP_20250906.npy,CLP,2025-09-06,1,4.9310455322265625,300.8528137207031,5.0,-15.0
52,event_CLP_20250907.npy,CLP,2025-09-07,1,4.9310455322265625,300.8528137207031,2.0,-15.0
53,event_CLP_20250908.npy,CLP,2025-09-08,1,6.097255706787109,82.43082427978516,3.6670000553131104,-15.0
54,event_CLP_20250909.npy,CLP,2025-09-09,1,6.097255706787109,82.43082427978516,5.333000183105469,-15.0
55,event_CLP_20250910.npy,CLP,2025-09-10,1,6.097255706787109,82.43082427978516,4.0,-15.0
56,event_CLP_20250911.npy,CLP,2025-09-11,1,6.097255706787109,82.43082427978516,3.3329999446868896,-15.0
57,event_CLP_20250912.npy,CLP,2025-09-12,1,6.097255706787109,82.43082427978516,2.6670000553131104,-15.0
58,event_CLP_20250913.npy,CLP,2025-09-13,1,6.097255706787109,82.43082427978516,2.6670000553131104,-15.0
59,event_CLP_20250914.npy,CLP,2025-09-14,1,6.097255706787109,82.43082427978516,4.666999816894531,-15.0
60,event_CLP_20250915.npy,CLP,2025-09-15,1,6.097255706787109,82.43082427978516,6.666999816894531,-15.0
61,event_CLP_20250916.npy,CLP,2025-09-16,1,5.600560188293457,91.98096466064453,4.333000183105469,-15.0
62,event_CLP_20250917.npy,CLP,2025-09-17,1,5.600560188293457,91.98096466064453,3.0,-15.0
63,event_CLP_20250918.npy,CLP,2025-09-18,1,5.600560188293457,91.98096466064453,2.3329999446868896,-15.0
64,event_CLP_20250919.npy,CLP,2025-09-19,1,5.600560188293457,91.98096466064453,1.0,-15.0
65,event_CLP_20250920.npy,CLP,2025-09-20,1,5.893099308013916,85.5416488647461,1.6670000553131104,-15.0
66,event_CLP_20250921.npy,CLP,2025-09-21,1,5.893099308013916,85.5416488647461,1.6670000553131104,-15.0
67,event_CLP_20250922.npy,CLP,2025-09-22,1,5.893099308013916,85.5416488647461,3.3329999446868896,-15.0
68,event_CLP_20250923.npy,CLP,2025-09-23,1,5.893099308013916,85.5416488647461,3.6670000553131104,-15.0
69,event_CLP_20250924.npy,CLP,2025-09-24,1,5.893099308013916,85.5416488647461,2.3329999446868896,-15.0
70,event_CLP_20250925.npy,CLP,2025-09-25,1,5.893099308013916,85.5416488647461,2.3329999446868896,-15.0
71,event_CLP_20250926.npy,CLP,2025-09-26,1,5.893099308013916,85.5416488647461,2.3329999446868896,-15.0
72,event_CLP_20250927.npy,CLP,2025-09-27,1,5.893099308013916,85.5416488647461,2.3329999446868896,-15.0
73,event_CLP_20250928.npy,CLP,2025-09-28,1,5.468509674072266,91.11908721923828,3.0,-15.0
74,event_CLP_20250929.npy,CLP,2025-09-29,1,5.3496904373168945,81.53971099853516,5.333000183105469,-15.0
75,event_CLP_20250930.npy,CLP,2025-09-30,1,5.438852310180664,272.9223327636719,7.0,-15.0
76,event_GTO_20250824.npy,GTO,2025-08-24,1,4.999706745147705,98.46895599365234,1.6670000553131104,-15.0
77,event_GTO_20250825.npy,GTO,2025-08-25,1,4.999706745147705,98.46895599365234,3.0,-15.0
78,event_GTO_20250826.npy,GTO,2025-08-26,1,4.999706745147705,98.46895599365234,2.6670000553131104,-15.0
79,event_GTO_20250827.npy,GTO,2025-08-27,1,4.999706745147705,98.46895599365234,2.6670000553131104,-15.0
80,event_GTO_20250828.npy,GTO,2025-08-28,1,4.999706745147705,98.46895599365234,2.0,-15.0
81,event_GTO_20250829.npy,GTO,2025-08-29,1,4.999706745147705,98.46895599365234,2.0,-15.0
82,event_GTO_20250830.npy,GTO,2025-08-30,1,4.999706745147705,98.46895599365234,2.3329999446868896,-15.0
83,event_GTO_20250831.npy,GTO,2025-08-31,1,4.999706745147705,98.46895599365234,2.3329999446868896,-15.0
84,event_GTO_20250901.npy,GTO,2025-09-01,1,4.943202018737793,132.237060546875,5.666999816894531,-15.0
85,event_GTO_20250902.npy,GTO,2025-09-02,1,4.943202018737793,132.237060546875,5.333000183105469,-15.0
86,event_GTO_20250903.npy,GTO,2025-09-03,1,4.943202018737793,132.237060546875,4.333000183105469,-15.0
87,event_GTO_20250904.npy,GTO,2025-09-04,1,4.943202018737793,132.237060546875,3.0,-15.0
88,event_GTO_20250905.npy,GTO,2025-09-05,1,4.9310455322265625,261.14837646484375,3.0,-15.0
89,event_GTO_20250906.npy,GTO,2025-09-06,1,4.9310455322265625,261.14837646484375,5.0,-15.0
90,event_GTO_20250907.npy,GTO,2025-09-07,1,4.9310455322265625,261.14837646484375,2.0,-15.0
91,event_GTO_20250908.npy,GTO,2025-09-08,1,6.097255706787109,108.36194610595703,3.6670000553131104,-15.0
92,event_GTO_20250909.npy,GTO,2025-09-09,1,6.097255706787109,108.36194610595703,5.333000183105469,-15.0
93,event_GTO_20250910.npy,GTO,2025-09-10,1,6.097255706787109,108.36194610595703,4.0,-15.0
94,event_GTO_20250911.npy,GTO,2025-09-11,1,6.097255706787109,108.36194610595703,3.3329999446868896,-15.0
95,event_GTO_20250912.npy,GTO,2025-09-12,1,6.097255706787109,108.36194610595703,2.6670000553131104,-15.0
96,event_GTO_20250913.npy,GTO,2025-09-13,1,6.097255706787109,108.36194610595703,2.6670000553131104,-15.0
97,event_GTO_20250914.npy,GTO,2025-09-14,1,6.097255706787109,108.36194610595703,4.666999816894531,-15.0
98,event_GTO_20250915.npy,GTO,2025-09-15,1,6.097255706787109,108.36194610595703,6.666999816894531,-15.0
99,event_GTO_20250916.npy,GTO,2025-09-16,1,5.600560188293457,225.61138916015625,4.333000183105469,-15.0
100,event_GTO_20250917.npy,GTO,2025-09-17,1,5.600560188293457,225.61138916015625,3.0,-15.0
101,event_GTO_20250918.npy,GTO,2025-09-18,1,5.600560188293457,225.61138916015625,2.3329999446868896,-15.0
102,event_GTO_20250919.npy,GTO,2025-09-19,1,5.600560188293457,225.61138916015625,1.0,-15.0
103,event_GTO_20250920.npy,GTO,2025-09-20,1,5.893099308013916,228.48316955566406,1.6670000553131104,-15.0
104,event_GTO_20250921.npy,GTO,2025-09-21,1,5.893099308013916,228.48316955566406,1.6670000553131104,-15.0
105,event_GTO_20250922.npy,GTO,2025-09-22,1,5.893099308013916,228.48316955566406,3.3329999446868896,-15.0
106,event_GTO_20250923.npy,GTO,2025-09-23,1,5.893099308013916,228.48316955566406,3.6670000553131104,-15.0
107,event_GTO_20250924.npy,GTO,2025-09-24,1,5.893099308013916,228.48316955566406,2.3329999446868896,-15.0
108,event_GTO_20250925.npy,GTO,2025-09-25,1,5.893099308013916,228.48316955566406,2.3329999446868896,-15.0
109,event_GTO_20250926.npy,GTO,2025-09-26,1,5.893099308013916,228.48316955566406,2.3329999446868896,-15.0
110,event_GTO_20250927.npy,GTO,2025-09-27,1,5.893099308013916,228.48316955566406,2.3329999446868896,-15.0
111,event_GTO_20250928.npy,GTO,2025-09-28,1,5.468509674072266,147.61146545410156,3.0,-15.0
112,event_GTO_20250929.npy,GTO,2025-09-29,1,5.3496904373168945,104.95034790039062,5.333000183105469,-15.0
113,event_GTO_20250930.npy,GTO,2025-09-30,1,5.438852310180664,248.7913360595703,7.0,-15.0
114,event_KPY_20250824.npy,KPY,2025-08-24,1,4.999706745147705,88.0677490234375,1.6670000553131104,-15.0
115,event_KPY_20250825.npy,KPY,2025-08-25,1,4.999706745147705,88.0677490234375,3.0,-15.0
116,event_KPY_20250826.npy,KPY,2025-08-26,1,4.999706745147705,88.0677490234375,2.6670000553131104,-15.0
117,event_KPY_20250827.npy,KPY,2025-08-27,1,4.999706745147705,88.0677490234375,2.6670000553131104,-15.0
118,event_KPY_20250828.npy,KPY,2025-08-28,1,4.999706745147705,88.0677490234375,2.0,-15.0
119,event_KPY_20250829.npy,KPY,2025-08-29,1,4.999706745147705,88.0677490234375,2.0,-15.0
120,event_KPY_20250830.npy,KPY,2025-08-30,1,4.999706745147705,88.0677490234375,2.3329999446868896,-15.0
121,event_KPY_20250831.npy,KPY,2025-08-31,1,4.999706745147705,88.0677490234375,2.3329999446868896,-15.0
122,event_KPY_20250901.npy,KPY,2025-09-01,1,4.943202018737793,96.68535614013672,5.666999816894531,-15.0
123,event_KPY_20250902.npy,KPY,2025-09-02,1,4.943202018737793,96.68535614013672,5.333000183105469,-15.0
124,event_KPY_20250903.npy,KPY,2025-09-03,1,4.943202018737793,96.68535614013672,4.333000183105469,-15.0
125,event_KPY_20250904.npy,KPY,2025-09-04,1,4.943202018737793,96.68535614013672,3.0,-15.0
126,event_KPY_20250905.npy,KPY,2025-09-05,1,4.9310455322265625,297.1405334472656,3.0,-15.0
127,event_KPY_20250906.npy,KPY,2025-09-06,1,4.9310455322265625,297.1405334472656,5.0,-15.0
128,event_KPY_20250907.npy,KPY,2025-09-07,1,4.9310455322265625,297.1405334472656,2.0,-15.0
129,event_KPY_20250908.npy,KPY,2025-09-08,1,6.097255706787109,90.79387664794922,3.6670000553131104,-15.0
130,event_KPY_20250909.npy,KPY,2025-09-09,1,6.097255706787109,90.79387664794922,5.333000183105469,-15.0
131,event_KPY_20250910.npy,KPY,2025-09-10,1,6.097255706787109,90.79387664794922,4.0,-15.0
132,event_KPY_20250911.npy,KPY,2025-09-11,1,6.097255706787109,90.79387664794922,3.3329999446868896,-15.0
133,event_KPY_20250912.npy,KPY,2025-09-12,1,6.097255706787109,90.79387664794922,2.6670000553131104,-15.0
134,event_KPY_20250913.npy,KPY,2025-09-13,1,6.097255706787109,90.79387664794922,2.6670000553131104,-15.0
135,event_KPY_20250914.npy,KPY,2025-09-14,1,6.097255706787109,90.79387664794922,4.666999816894531,-15.0
136,event_KPY_20250915.npy,KPY,2025-09-15,1,6.097255706787109,90.79387664794922,6.666999816894531,-15.0
137,event_KPY_20250916.npy,KPY,2025-09-16,1,5.600560188293457,110.06634521484375,4.333000183105469,-15.0
138,event_KPY_20250917.npy,KPY,2025-09-17,1,5.600560188293457,110.06634521484375,3.0,-15.0
139,event_KPY_20250918.npy,KPY,2025-09-18,1,5.600560188293457,110.06634521484375,2.3329999446868896,-15.0
140,event_KPY_20250919.npy,KPY,2025-09-19,1,5.600560188293457,110.06634521484375,1.0,-15.0
141,event_KPY_20250920.npy,KPY,2025-09-20,1,5.893099308013916,107.80902099609375,1.6670000553131104,-15.0
142,event_KPY_20250921.npy,KPY,2025-09-21,1,5.893099308013916,107.80902099609375,1.6670000553131104,-15.0
143,event_KPY_20250922.npy,KPY,2025-09-22,1,5.893099308013916,107.80902099609375,3.3329999446868896,-15.0
144,event_KPY_20250923.npy,KPY,2025-09-23,1,5.893099308013916,107.80902099609375,3.6670000553131104,-15.0
145,event_KPY_20250924.npy,KPY,2025-09-24,1,5.893099308013916,107.80902099609375,2.3329999446868896,-15.0
146,event_KPY_20250925.npy,KPY,2025-09-25,1,5.893099308013916,107.80902099609375,2.3329999446868896,-15.0
147,event_KPY_20250926.npy,KPY,2025-09-26,1,5.893099308013916,107.80902099609375,2.3329999446868896,-15.0
148,event_KPY_20250927.npy,KPY,2025-09-27,1,5.893099308013916,107.80902099609375,2.3329999446868896,-15.0
149,event_KPY_20250928.npy,KPY,2025-09-28,1,5.468509674072266,99.94941711425781,3.0,-15.0
150,event_KPY_20250929.npy,KPY,2025-09-29,1,5.3496904373168945,89.79946899414062,5.333000183105469,-15.0
151,event_KPY_20250930.npy,KPY,2025-09-30,1,5.438852310180664,183.56460571289062,7.0,-15.0
152,event_LPS_20250824.npy,LPS,2025-08-24,1,4.999706745147705,84.54910278320312,1.6670000553131104,-15.0
153,event_LPS_20250825.npy,LPS,2025-08-25,1,4.999706745147705,84.54910278320312,3.0,-15.0
154,event_LPS_20250826.npy,LPS,2025-08-26,1,4.999706745147705,84.54910278320312,2.6670000553131104,-15.0
155,event_LPS_20250827.npy,LPS,2025-08-27,1,4.999706745147705,84.54910278320312,2.6670000553131104,-15.0
156,event_LPS_20250828.npy,LPS,2025-08-28,1,4.999706745147705,84.54910278320312,2.0,-15.0
157,event_LPS_20250829.npy,LPS,2025-08-29,1,4.999706745147705,84.54910278320312,2.0,-15.0
158,event_LPS_20250830.npy,LPS,2025-08-30,1,4.999706745147705,84.54910278320312,2.3329999446868896,-15.0
159,event_LPS_20250831.npy,LPS,2025-08-31,1,4.999706745147705,84.54910278320312,2.3329999446868896,-15.0
160,event_LPS_20250901.npy,LPS,2025-09-01,1,4.943202018737793,92.74938201904297,5.666999816894531,-15.0
161,event_LPS_20250902.npy,LPS,2025-09-02,1,4.943202018737793,92.74938201904297,5.333000183105469,-15.0
162,event_LPS_20250903.npy,LPS,2025-09-03,1,4.943202018737793,92.74938201904297,4.333000183105469,-15.0
163,event_LPS_20250904.npy,LPS,2025-09-04,1,4.943202018737793,92.74938201904297,3.0,-15.0
164,event_LPS_20250905.npy,LPS,2025-09-05,1,4.9310455322265625,302.34759521484375,3.0,-15.0
165,event_LPS_20250906.npy,LPS,2025-09-06,1,4.9310455322265625,302.34759521484375,5.0,-15.0
166,event_LPS_20250907.npy,LPS,2025-09-07,1,4.9310455322265625,302.34759521484375,2.0,-15.0
167,event_LPS_20250908.npy,LPS,2025-09-08,1,6.097255706787109,86.99240112304688,3.6670000553131104,-15.0
168,event_LPS_20250909.npy,LPS,2025-09-09,1,6.097255706787109,86.99240112304688,5.333000183105469,-15.0
169,event_LPS_20250910.npy,LPS,2025-09-10,1,6.097255706787109,86.99240112304688,4.0,-15.0
170,event_LPS_20250911.npy,LPS,2025-09-11,1,6.097255706787109,86.99240112304688,3.3329999446868896,-15.0
171,event_LPS_20250912.npy,LPS,2025-09-12,1,6.097255706787109,86.99240112304688,2.6670000553131104,-15.0
172,event_LPS_20250913.npy,LPS,2025-09-13,1,6.097255706787109,86.99240112304688,2.6670000553131104,-15.0
173,event_LPS_20250914.npy,LPS,2025-09-14,1,6.097255706787109,86.99240112304688,4.666999816894531,-15.0
174,event_LPS_20250915.npy,LPS,2025-09-15,1,6.097255706787109,86.99240112304688,6.666999816894531,-15.0
175,event_LPS_20250916.npy,LPS,2025-09-16,1,5.600560188293457,103.80323791503906,4.333000183105469,-15.0
176,event_LPS_20250917.npy,LPS,2025-09-17,1,5.600560188293457,103.80323791503906,3.0,-15.0
177,event_LPS_20250918.npy,LPS,2025-09-18,1,5.600560188293457,103.80323791503906,2.3329999446868896,-15.0
178,event_LPS_20250919.npy,LPS,2025-09-19,1,5.600560188293457,103.80323791503906,1.0,-15.0
179,event_LPS_20250920.npy,LPS,2025-09-20,1,5.893099308013916,100.39018249511719,1.6670000553131104,-15.0
180,event_LPS_20250921.npy,LPS,2025-09-21,1,5.893099308013916,100.39018249511719,1.6670000553131104,-15.0
181,event_LPS_20250922.npy,LPS,2025-09-22,1,5.893099308013916,100.39018249511719,3.3329999446868896,-15.0
182,event_LPS_20250923.npy,LPS,2025-09-23,1,5.893099308013916,100.39018249511719,3.6670000553131104,-15.0
183,event_LPS_20250924.npy,LPS,2025-09-24,1,5.893099308013916,100.39018249511719,2.3329999446868896,-15.0
184,event_LPS_20250925.npy,LPS,2025-09-25,1,5.893099308013916,100.39018249511719,2.3329999446868896,-15.0
185,event_LPS_20250926.npy,LPS,2025-09-26,1,5.893099308013916,100.39018249511719,2.3329999446868896,-15.0
186,event_LPS_20250927.npy,LPS,2025-09-27,1,5.893099308013916,100.39018249511719,2.3329999446868896,-15.0
187,event_LPS_20250928.npy,LPS,2025-09-28,1,5.468509674072266,96.00292205810547,3.0,-15.0
188,event_LPS_20250929.npy,LPS,2025-09-29,1,5.3496904373168945,86.03868865966797,5.333000183105469,-15.0
189,event_LPS_20250930.npy,LPS,2025-09-30,1,5.438852310180664,244.1481475830078,7.0,-15.0
190,event_LUT_20250824.npy,LUT,2025-08-24,1,4.999706745147705,75.37165069580078,1.6670000553131104,-15.0
191,event_LUT_20250825.npy,LUT,2025-08-25,1,4.999706745147705,75.37165069580078,3.0,-15.0
192,event_LUT_20250826.npy,LUT,2025-08-26,1,4.999706745147705,75.37165069580078,2.6670000553131104,-15.0
193,event_LUT_20250827.npy,LUT,2025-08-27,1,4.999706745147705,75.37165069580078,2.6670000553131104,-15.0
194,event_LUT_20250828.npy,LUT,2025-08-28,1,4.999706745147705,75.37165069580078,2.0,-15.0
195,event_LUT_20250829.npy,LUT,2025-08-29,1,4.999706745147705,75.37165069580078,2.0,-15.0
196,event_LUT_20250830.npy,LUT,2025-08-30,1,4.999706745147705,75.37165069580078,2.3329999446868896,-15.0
197,event_LUT_20250831.npy,LUT,2025-08-31,1,4.999706745147705,75.37165069580078,2.3329999446868896,-15.0
198,event_LUT_20250901.npy,LUT,2025-09-01,1,4.943202018737793,83.75228881835938,5.666999816894531,-15.0
199,event_LUT_20250902.npy,LUT,2025-09-02,1,4.943202018737793,83.75228881835938,5.333000183105469,-15.0
200,event_LUT_20250903.npy,LUT,2025-09-03,1,4.943202018737793,83.75228881835938,4.333000183105469,-15.0
201,event_LUT_20250904.npy,LUT,2025-09-04,1,4.943202018737793,83.75228881835938,3.0,-15.0
202,event_LUT_20250905.npy,LUT,2025-09-05,1,4.9310455322265625,288.389892578125,3.0,-15.0
203,event_LUT_20250906.npy,LUT,2025-09-06,1,4.9310455322265625,288.389892578125,5.0,-15.0
204,event_LUT_20250907.npy,LUT,2025-09-07,1,4.9310455322265625,288.389892578125,2.0,-15.0
205,event_LUT_20250908.npy,LUT,2025-09-08,1,6.097255706787109,77.2160415649414,3.6670000553131104,-15.0
206,event_LUT_20250909.npy,LUT,2025-09-09,1,6.097255706787109,77.2160415649414,5.333000183105469,-15.0
207,event_LUT_20250910.npy,LUT,2025-09-10,1,6.097255706787109,77.2160415649414,4.0,-15.0
208,event_LUT_20250911.npy,LUT,2025-09-11,1,6.097255706787109,77.2160415649414,3.3329999446868896,-15.0
209,event_LUT_20250912.npy,LUT,2025-09-12,1,6.097255706787109,77.2160415649414,2.6670000553131104,-15.0
210,event_LUT_20250913.npy,LUT,2025-09-13,1,6.097255706787109,77.2160415649414,2.6670000553131104,-15.0
211,event_LUT_20250914.npy,LUT,2025-09-14,1,6.097255706787109,77.2160415649414,4.666999816894531,-15.0
212,event_LUT_20250915.npy,LUT,2025-09-15,1,6.097255706787109,77.2160415649414,6.666999816894531,-15.0
213,event_LUT_20250916.npy,LUT,2025-09-16,1,5.600560188293457,280.0801696777344,4.333000183105469,-15.0
214,event_LUT_20250917.npy,LUT,2025-09-17,1,5.600560188293457,280.0801696777344,3.0,-15.0
215,event_LUT_20250918.npy,LUT,2025-09-18,1,5.600560188293457,280.0801696777344,2.3329999446868896,-15.0
216,event_LUT_20250919.npy,LUT,2025-09-19,1,5.600560188293457,280.0801696777344,1.0,-15.0
217,event_LUT_20250920.npy,LUT,2025-09-20,1,5.893099308013916,293.02838134765625,1.6670000553131104,-15.0
218,event_LUT_20250921.npy,LUT,2025-09-21,1,5.893099308013916,293.02838134765625,1.6670000553131104,-15.0
219,event_LUT_20250922.npy,LUT,2025-09-22,1,5.893099308013916,293.02838134765625,3.3329999446868896,-15.0
220,event_LUT_20250923.npy,LUT,2025-09-23,1,5.893099308013916,293.02838134765625,3.6670000553131104,-15.0
221,event_LUT_20250924.npy,LUT,2025-09-24,1,5.893099308013916,293.02838134765625,2.3329999446868896,-15.0
222,event_LUT_20250925.npy,LUT,2025-09-25,1,5.893099308013916,293.02838134765625,2.3329999446868896,-15.0
223,event_LUT_20250926.npy,LUT,2025-09-26,1,5.893099308013916,293.02838134765625,2.3329999446868896,-15.0
224,event_LUT_20250927.npy,LUT,2025-09-27,1,5.893099308013916,293.02838134765625,2.3329999446868896,-15.0
225,event_LUT_20250928.npy,LUT,2025-09-28,1,5.468509674072266,88.11783599853516,3.0,-15.0
226,event_LUT_20250929.npy,LUT,2025-09-29,1,5.3496904373168945,76.25204467773438,5.333000183105469,-15.0
227,event_LUT_20250930.npy,LUT,2025-09-30,1,5.438852310180664,272.67626953125,7.0,-15.0
228,event_LWA_20250824.npy,LWA,2025-08-24,1,4.999706745147705,85.998779296875,1.6670000553131104,-15.0
229,event_LWA_20250825.npy,LWA,2025-08-25,1,4.999706745147705,85.998779296875,3.0,-15.0
230,event_LWA_20250826.npy,LWA,2025-08-26,1,4.999706745147705,85.998779296875,2.6670000553131104,-15.0
231,event_LWA_20250827.npy,LWA,2025-08-27,1,4.999706745147705,85.998779296875,2.6670000553131104,-15.0
232,event_LWA_20250828.npy,LWA,2025-08-28,1,4.999706745147705,85.998779296875,2.0,-15.0
233,event_LWA_20250829.npy,LWA,2025-08-29,1,4.999706745147705,85.998779296875,2.0,-15.0
234,event_LWA_20250901.npy,LWA,2025-09-01,1,4.943202018737793,94.28550720214844,5.666999816894531,-15.0
235,event_LWA_20250902.npy,LWA,2025-09-02,1,4.943202018737793,94.28550720214844,5.333000183105469,-15.0
236,event_LWA_20250903.npy,LWA,2025-09-03,1,4.943202018737793,94.28550720214844,4.333000183105469,-15.0
237,event_LWA_20250904.npy,LWA,2025-09-04,1,4.943202018737793,94.28550720214844,3.0,-15.0
238,event_LWA_20250905.npy,LWA,2025-09-05,1,4.9310455322265625,304.96173095703125,3.0,-15.0
239,event_LWA_20250906.npy,LWA,2025-09-06,1,4.9310455322265625,304.96173095703125,5.0,-15.0
240,event_LWA_20250907.npy,LWA,2025-09-07,1,4.9310455322265625,304.96173095703125,2.0,-15.0
241,event_LWA_20250908.npy,LWA,2025-09-08,1,6.097255706787109,88.53717803955078,3.6670000553131104,-15.0
242,event_LWA_20250909.npy,LWA,2025-09-09,1,6.097255706787109,88.53717803955078,5.333000183105469,-15.0
243,event_LWA_20250910.npy,LWA,2025-09-10,1,6.097255706787109,88.53717803955078,4.0,-15.0
244,event_LWA_20250911.npy,LWA,2025-09-11,1,6.097255706787109,88.53717803955078,3.3329999446868896,-15.0
245,event_LWA_20250912.npy,LWA,2025-09-12,1,6.097255706787109,88.53717803955078,2.6670000553131104,-15.0
246,event_LWA_20250913.npy,LWA,2025-09-13,1,6.097255706787109,88.53717803955078,2.6670000553131104,-15.0
247,event_LWA_20250914.npy,LWA,2025-09-14,1,6.097255706787109,88.53717803955078,4.666999816894531,-15.0
